ID,物种名称,是否是致病菌,样本量,患者性别,年龄,免疫状态,肺部基础疾病,证据等级,预后,id,sup_evi,old_start,answer,full
26778615,Achromobacter insuavis,是,＞100,,,,囊性纤维化,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,,https://pubmed.ncbi.nlm.nih.gov/26778615/,,,,"SPECIES:Achromobacter insuavis
ID:26778615
TITLE:Distribution of the species of Achromobacter in a French Cystic Fibrosis Centre and multilocus sequence typing analysis reveal the predominance of A. xylosoxidans and clonal relationships between some clinical and environmental isolates.
ABSTRACT:
BACKGROUND: Achromobacter spp. are emerging pathogens in Cystic Fibrosis (CF) patients. Recent studies proposed Multilocus Sequence Typing (MLST) scheme and a species-level identification method by nrdA sequencing for this genus. Epidemiological data are needed to assess the species and/or the sequence types (STs) involved and their potential role in CF patients lung function degradation. The aims of this study were i) to describe the distribution of the different species of Achromobacter in our CF centre ii) to detect potential STs more involved in chronic colonisations iii) to detect a potential local or worldwide predominance of some STs among clinical and environmental isolates. 
METHODS: All the isolates (477) collected in our CF centre from 2007 to 2014 among the 177 patients attending the centre were identified using nrdA sequencing. MLST analysis was performed for 37 clinical and 14 environmental isolates. 
RESULTS: A total of 47 out of 177 patients presented positive culture(s) with Achromobacter spp., representing 12.7% of the patients of the centre each year. Eleven species were detected, A. xylosoxidans being the most prevalent species (27 patients). Only A. xylosoxidans (&gt;80%) and A. insuavis were involved in chronic colonisation (6.7%). MLST analysis revealed a wide diversity among the isolates (36 STs for 51 isolates). Nevertheless, one third of the isolates belonged to STs previously detected in clinical isolates from other countries. 
CONCLUSIONS: This study is a first approach in understanding the global epidemiology of Achromobacter species in CF. These results confirm the high prevalence of the species A. xylosoxidans among CF patients, reveal the worldwide distribution of some STs and point out the potential role of environmental sources of contamination. More studies are needed to search for relationships between species and/or ST and pathogenicity.
物种:无色菌insuavis
ID: 26778615
题目:Achromobacter在法国囊性纤维化中心的物种分布和多位点序列分型分析揭示了木糖氧化a . xylosooxidans的优势和一些临床和环境分离株之间的克隆关系。
文摘:
背景:无色杆菌是囊性纤维化(CF)患者中出现的病原菌。最近的研究提出了多位点序列分型(MLST)方案和一种利用nrdA测序对该属植物进行种级鉴定的方法。需要流行病学数据来评估涉及的物种和/或序列类型(STs)及其在CF患者肺功能退化中的潜在作用。本研究的目的是:(1)描述我们CF中心不同种类的Achromobacter的分布;(2)检测潜在的与慢性定植有关的STs;(3)检测临床和环境分离的某些STs在当地或世界范围内的潜在优势。
方法:对2007年至2014年在CF中心就诊的177例患者中收集的所有分离株(477株)进行nrdA测序鉴定。对37例临床分离株和14例环境分离株进行MLST分析。
结果:177例患者中47例为无色杆菌阳性培养，占本中心每年患者总数的12.7%。共检出11种，其中木糖氧化酶属(A. xylosooxidans)最为常见(27例)。只有木糖氧化A.(80%)和A. insuavis参与了慢性定植(6.7%)。MLST分析显示，51株分离株中有36个STs。然而，三分之一的分离株属于以前在其他国家的临床分离株中检测到的STs。
结论:本研究是了解CF中无色杆菌种类的全球流行病学的第一个方法，这些结果证实了a . xylosooxidans在CF患者中的高患病率，揭示了世界指出了一些STs的广泛分布，并指出了环境污染源的潜在作用。需要更多的研究来寻找物种和/或ST与致病性之间的关系。"
26921549,Raoultella ornithinolytica,是,,,,,,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,,https://pubmed.ncbi.nlm.nih.gov/26921549/,,,,"SPECIES:Raoultella ornithinolytica
ID:26921549
TITLE:Emerging role of Raoultella ornithinolytica in human infections: a series of cases and review of the literature.
ABSTRACT:
BACKGROUND: Raoultella ornithinolytica is known to inhabit aquatic environments. The clinical features and outcomes of human infections caused by R. ornithinolytica have been reported for only a limited number of cases. 
METHODS: A retrospective study of cases of infection caused by R. ornithinolytica managed at four university hospital centres during the period before and after the introduction of matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) was performed. The aim was to describe the clinical and microbiological characteristics, treatments, and outcomes. 
RESULTS: Among 187 R. ornithinolytica isolates identified for which clinical information was available, 71 were considered colonizers and 116 were pathogenic. A total of 112 cases of R. ornithinolytica infection were identified. Urinary tract infections, gastrointestinal infections, wound and skin infections, and bacteraemia were observed in 36%, 14%, 13%, and 5% of cases, respectively. Associated infections that have been poorly reported, such as respiratory infections, i.e. pneumonia and pleural effusion, were observed in 24% of cases. Additional diseases reported here for the first time included osteomyelitis, meningitis, cerebral abscess, mediastinitis, pericarditis, conjunctivitis, and otitis. The proportion of R. ornithinolytica isolates resistant to antibiotics was found to be relatively high: 4% of isolates were resistant to ceftriaxone, 6% to quinolones, and 13% to co-trimoxazole. The mortality rate related to infection was 5%. 
CONCLUSIONS: R. ornithinolytica is an underreported, emerging hospital-acquired infection and is particularly associated with invasive procedures. R. ornithinolytica should never be considered simply a saprophytic bacterium that occasionally contaminates bronchial lavage or other deep respiratory samples or surgical sites. Physicians should be aware of the high rates of antimicrobial resistance of R. ornithinolytica isolates so that immediate broad-spectrum antibiotic treatment can be established before accurate microbiological results are obtained.
物种:Raoultella ornithinolytica
ID: 26921549
标题:溶鸟拉乌尔氏菌在人类感染中的新作用:一系列病例和文献综述。
文摘:
背景:溶鸟拉乌尔氏菌是已知的水生生物。由溶鸟结核菌引起的人类感染的临床特征和结果仅在有限的病例中有报道。
方法:对4所大学医院中心应用基质辅助激光解吸/电离飞行时间质谱(MALDI-TOF MS)前后由溶鸟疟原虫引起的感染病例进行回顾性研究。目的是描述临床和微生物学特征、治疗和结果。
结果:在187株具有临床资料的溶鸟疟原虫分离株中，71株为定殖型，116株为致病性。共确诊112例溶鸟疟原虫感染。尿路感染、胃肠道感染、伤口和皮肤感染和菌血症的发生率分别为36%、14%、13%和5%。未报告的相关感染，如呼吸道感染，即肺炎和胸腔积液，在24%的病例中观察到。本文首次报道的其他疾病包括骨髓炎、脑膜炎、脑脓肿、纵隔炎、心包炎、结膜炎和耳炎。溶鸟疟原虫对抗生素的耐药率较高，对头孢曲松耐药率为4%，对喹诺酮类药物耐药率为6%，对复方新诺明耐药率为13%。与感染有关的死亡率为5%。
结论:溶鸟结核菌是一种未被充分报道的新兴医院获得性感染，尤其与侵入性手术相关。溶鸟僵菌不能简单地认为是一种偶尔污染支气管的腐生细菌al灌洗或其他深呼吸样本或手术部位。医生应该意识到溶鸟结核菌的高耐药性率，以便在获得准确的微生物学结果之前，可以立即建立广谱抗生素治疗。"
27031899,Oligella ureolytica,是,1,男,65以上,,,3：血及无菌体液（如脓胸液）,治愈,https://pubmed.ncbi.nlm.nih.gov/27031899/,,,,"SPECIES:Oligella ureolytica
ID:27031899
TITLE:Bloodstream infection with Oligella ureolytica: a case report and review of the literature.
ABSTRACT:Oligella ureolytica is an emerging bacteria rarely implicated as a human pathogen. It is mostly recovered from urinary and respiratory tract specimens as a commensal organism, but very seldom from bloodstream infections. It is rarely reported in the literature, probably due to misidentification of the organism or uncertainty of its pathogenicity.
物种:Oligella ureolytica
ID: 27031899
标题:血液感染伴溶尿寡菌1例报告并文献复习。
摘要:溶尿寡菌是一种新兴的致病菌，很少涉及人类病原体。它主要从泌尿和呼吸道标本中恢复，但很少从血液感染中恢复。在文献中很少报道，可能是由于对生物体的错误识别或其致病性的不确定性。"
27040329,Citrobacter koseri,是,1,女,1-17,受损,,3：血及无菌体液（如脓胸液）,死亡,https://pubmed.ncbi.nlm.nih.gov/27040329/, We report a fatal case involving an 8-year-old child with congenital dyskeratosis complicated by severe aplastic anemia who was regularly transfused with platelet (,302.0,8-year-old child,"SPECIES:Citrobacter koseri
ID:27040329
TITLE:Fatal transfusion-transmitted infection due to Citrobacter koseri.
ABSTRACT:
BACKGROUND: Transfusion-transmitted bacterial infection (TTBI) is still one of the most feared complications of blood transfusion. CASE REPORT: We report a fatal case involving an 8-year-old child with congenital dyskeratosis complicated by severe aplastic anemia who was regularly transfused with platelet (PLT) concentrates for 5 years. The patient received an apheresis PLT concentrate (APC) on Day 0 due to thrombocytopenia complicated by mucocutaneous hemorrhage. Thirty minutes after the start of the transfusion, bradycardia and dyspnea appeared, quickly followed by chills, nausea, vomiting, headache, and hyperthermia. TTBI was suspected and the patient was immediately treated with intravascular antibiotherapy. On Day 3, the patient developed severe acute respiratory distress syndrome leading to death on Day 7. Patient blood cultures and APC cultures were both positive for Citrobacter koseri. 
RESULTS: The donor was a 19-year-old woman. She had previously given blood. No infectious symptom was reported during the medical interviews before and after the donation and no postdonation information was received. On the day of the donation (Day -2), her white blood cell count was 5.83 x 109 /L. She came back on Day 8 to undergo additional tests. The cultures from blood, stool, urine, the skin of the inside of the elbow at the point of needle insertion, and ear samples were all negative for C. koseri. However, a nasal sample was positive for C. koseri. 
CONCLUSION: The isolates from the donor's blood cultures, the APC bag, the attached tube, and the donor's nasal sample all gave identical profiles; they were thus identified as the same strain and the TTBI was confirmed.
物种:枸橼酸杆菌属koseri
ID: 27040329
题目:由克赛瑞柠檬酸杆菌引起的致命输血传播感染。
文摘:
背景:输血传播细菌感染(TTBI)仍然是输血最可怕的并发症之一。病例报告:我们报告一个死亡病例，涉及一个8岁的儿童先天性角化不良合并严重的再生障碍性贫血，他定期输注血小板浓缩物5年。患者在第0天接受单采血小板浓缩血小板(APC)治疗，原因是血小板减少并黏膜性皮肤出血。输血开始30分钟后，出现心动过缓和呼吸困难，随后很快出现寒战、恶心、呕吐、头痛和高热。怀疑为TTBI，患者立即接受血管内抗生素治疗。第3天出现严重急性呼吸窘迫综合征，第7天死亡。患者血液培养和APC培养均为koseri阳性。
结果:供体为19岁女性。她之前曾献血。在捐赠前后的医学访谈中均未发现感染症状，也未收到捐赠后的信息。捐赠当天(第2天)，她的白细胞计数为5.83 × 109 /L。她在第8天回来接受额外的检查。血液、粪便、尿液、肘部穿刺处皮肤和耳标本培养均为柯氏疟原虫阴性。然而，鼻标本中柯氏梭菌呈阳性。
结论:供者血培养分离物、APC袋分离物、附管分离物和供者鼻标本分离物均具有相同的特征;因此，它们被鉴定为同一株，TTBI被证实。"
27051581,Kluyvera cryocrescens,是,1,男,17-65,正常,间质性肺病,3：血及无菌体液（如脓胸液）,,https://pubmed.ncbi.nlm.nih.gov/27051581/, cryocrescens bacteremia in an adult male patient and review the literature.,359.0,adult,"SPECIES:Kluyvera cryocrescens
ID:27051581
TITLE:Nosocomial bacteremia due to Kluyvera cryocrescens: Case report and literature review.
ABSTRACT:Kluyvera cryocrescens infection has been considered rare; clinical features of K. cryocrescens bacteremia remain unclear because few reports have been published. We report a case of K. cryocrescens bacteremia in an adult male patient and review the literature. Our case was one with nosocomial bacteremia in a patient with interstitial lung disease. The primary infection site was undetermined, although he had an indwelling peripheral intravenous catheter and a urinary catheter. Piperacilin/tazobactam was administered for 2 weeks and the bacteremia resolved. Unfortunately, there was acute exacerbation of the interstitial lung disease, which was fatal. According to our review, including our case, K. cryocrescens bacteremia tends to occur in immunocompromised hosts, and indwelling catheters might be risk factors. Extended spectrum cephalosporins, carbapenems, fluoroquinolones and tetracyclines are generally adequate agents for empiric therapy based on susceptibilities of K. cryocrescens clinical isolates.
物种:Kluyvera cryocrescens
ID: 27051581
标题:克鲁韦拉冻疮引起的院内菌血症:病例报告及文献复习。
摘要:冰冻crecrescens感染被认为是罕见的;冻果菌血症的临床特征尚不清楚，因为很少有报道发表。我们报告一例在成年男性患者的冰冻链球菌菌血症，并回顾文献。我们的病例是一位间质性肺疾病患者的院内菌血症。虽然他有留置外周静脉导管和导尿管，但原发性感染部位仍未确定。哌拉西林/他唑巴坦治疗2周，菌血症消失。不幸的是，间质性肺病急性加重，这是致命的。根据我们的回顾，包括我们的病例，冰冻链球菌菌血症往往发生在免疫功能低下的宿主，留置导管可能是危险因素。根据冻疮K. cryocrescens临床分离株的敏感性，广谱头孢菌素类、碳青霉烯类、氟喹诺酮类和四环素类药物通常是足够的经验性治疗药物。"
27051582,Wautersiella falsenii,是,1,男,,抑制,,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,,https://pubmed.ncbi.nlm.nih.gov/27051582/,,,,"SPECIES:Wautersiella falsenii
ID:27051582
TITLE:First report of Wautersiella falsenii genomovar 2 isolated from the respiratory tract of an immunosuppressed man.
ABSTRACT:Wautersiella falsenii is a Gram-negative, non-motile rod, which grows aerobically on common isolation media and is the only acknowledged species among the genus Wautersiella. Two genomovars, namely 1 and 2, phenotypically indistinguishable but genotypically different, are described. To date, few case reports detailing the clinical disease associated with W. falsenii have been reported, all describing localized infection. To our knowledge, this study reports the first isolation of W. falsenii genomovar 2 from a respiratory sample of an immunosuppressed man. Our hypothesis is that the patient was harboring W. falsenii genomovar 2 and both the immunosuppression and the antimicrobial treatments provided a chance for this organism to emerge. The clinical significance of this result is yet to be evaluated. Although infection with W. falsenii remains rare, this bacterium should not be underestimated mainly because of its natural resistance to many available antimicrobials.
物种:Wautersiella falsenii
ID: 27051582
标题:首次报道从免疫抑制的人的呼吸道中分离出的华氏病菌2型。
摘要:华氏病菌(Wautersiella falsenii)是一种革兰氏阴性、不活动的杆状病菌，在常见的分离培养基上有氧生长，是华氏病菌属中唯一公认的品种。两个基因组，即1和2，在表型上无法区分，但在基因上不同，被描述。迄今为止，很少有详细报道与法氏囊炎杆菌相关的临床疾病的病例报告，都描述了局限性感染。据我们所知，本研究首次从免疫抑制患者的呼吸样本中分离出falsenii genomovar 2。我们的假设是，该患者携带有falsenii genomovar 2，免疫抑制和抗菌素治疗都为这种微生物的出现提供了机会。该结果的临床意义尚待评价。尽管falsenii感染仍然很罕见，但这种细菌不应被低估，主要是因为它对许多可用的抗菌素具有天然耐药性。"
27172857,Moraxella atlantae,是,,,,,,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,,https://pubmed.ncbi.nlm.nih.gov/27172857/,,,,"SPECIES:Moraxella atlantae
ID:27172857
TITLE:Respiratory sepsis due to Moraxella atlantae: Utility of mass spectrometry to identify rare species.
ABSTRACT:
物种:莫拉克斯氏菌属atlantae
ID: 27172857
标题:亚特兰大莫拉菌引起的呼吸道脓毒症:质谱鉴定稀有物种的应用。
文摘:"
27242717,Pandoraea pnomenusa,是,1,男,17-65,正常,其他,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,死亡,https://pubmed.ncbi.nlm.nih.gov/27242717/, we report a case of a 26-year-old Australian (,697.0,26-year-old,"SPECIES:Pandoraea pnomenusa
ID:27242717
TITLE:Pandoraea pnomenusa Isolated from an Australian Patient with Cystic Fibrosis.
ABSTRACT:Pandoraea species are considered as emerging pathogens in people with cystic fibrosis (CF). The contribution of these organisms to disease progression in CF patients is not fully understood owing in large measure to the scant reports in clinical and research literature describing their colonization of CF patients and their associated virulence determinants. In an effort to increase awareness and evidence for Pandoraea spp. infection in people with CF, and to stimulate research aimed at unraveling the pathogenic properties of Pandoraea, we report a case of a 26-year-old Australian (Tasmanian) man with CF who was chronically infected with Pandoraea pnomenusa for at least one year prior to his death from respiratory failure. In addition, we describe for the first time evidence suggesting that this bacterium is a facultative anaerobe and report on the availability of a whole genome sequence for this organism. To the best of our knowledge, this report represents only the second clinical case study of P. pnomenusa infection in the world, and the first in an Australian CF patient. 
物种:Pandoraea pnomenusa
ID: 27242717
标题:从澳大利亚囊胞性纤维化患者中分离出Pandoraea pantenusa。
摘要:Pandoraea被认为是囊性纤维化(cystic fibrosis, CF)患者的新发病原体。由于在临床和研究文献中描述这些微生物对CF患者的定植及其相关的毒性决定因素的报道很少，这些微生物对CF患者疾病进展的贡献还没有完全了解。为了提高意识和证据Pandoraea种虫害感染CF,和刺激的研究旨在揭示Pandoraea的病原特性,我们报告一例26岁的澳大利亚(塔斯马尼亚)人与CF慢性感染Pandoraea pnomenusa至少一年之前他死于呼吸衰竭。此外，我们首次描述了表明该细菌是兼性厌氧菌的证据，并报告了该生物的整个基因组序列的可用性。据我们所知，这是世界上第2例丙型肝炎病毒感染的临床病例，也是第一例发生在澳大利亚CF患者身上的病例。"
27347282,Acinetobacter ursingii,是,1,男,1岁以下,正常,其他,3：血及无菌体液（如脓胸液）,治愈,https://pubmed.ncbi.nlm.nih.gov/27347282/, The second patient is a fourteen -month- old boy with prolonged vomiting and diarrhea.,589.0,fourteen -month- old boy,"SPECIES:Acinetobacter ursingii
ID:27347282
TITLE:Bacteremia due to Acinetobacter ursingii in infants: Reports of two cases.
ABSTRACT:Acinetobacter ursingii is an aerobic, gram-negative, opportunistic microorganism which is rarely isolated among Acinetobacter species. We present two immunocompetent infants who developed bacteremia due to A. ursingii. The first patient is a two -month- old boy who had been hospitalized in pediatric surgery unit for suspected tracheo-esophageal fistula because of recurrent aspiration pneumonia unresponsive to antibiotic therapy. The second patient is a fourteen -month- old boy with prolonged vomiting and diarrhea. A. ursingii was isolated from their blood cultures. They were successfully treated with ampicillin-sulbactam. Although A. ursingii has recently been isolated from a clinical specimen; reports of infection with A. ursingii in children are rare. A. ursingii should be kept in mind as an opportunistic microorganism in children. 
物种:不动杆菌ursingii
ID: 27347282
标题:婴儿因ursingii不动杆菌引起的菌血症:两例报告。
摘要ursingii不动杆菌是一种需氧、革兰氏阴性、条件微生物，在不动杆菌种中很少分离。我们报告两名免疫能力良好的婴儿，因尿路链球菌引起菌血症。第一个病人是一个两个月大的男孩，因怀疑因反复吸入性肺炎对抗生素治疗无反应而住院儿科外科。第二个病人是一个14个月大的男孩，有长时间的呕吐和腹泻。从他们的血液培养物中分离出ursingii。他们被成功地用氨苄西林舒巴坦治疗。虽然ursingii最近已从临床标本中分离出来;儿童ursingii感染的报告是罕见的。应记住，ursingii在儿童中是一种机会主义微生物。"
27423181,Edwardsiella tarda,是,1,男,17-65,正常,,3：血及无菌体液（如脓胸液）,,https://pubmed.ncbi.nlm.nih.gov/27423181/, CASE PRESENTATION: A 27-year-,686.0,27-year-old,"SPECIES:Edwardsiella tarda
ID:27423181
TITLE:Near-drowning-associated pneumonia with bacteremia caused by coinfection with methicillin-susceptible Staphylococcus aureus and Edwardsiella tarda in a healthy white man: a case report.
ABSTRACT:
BACKGROUND: Edwardsiella tarda is an Enterobacteriaceae found in aquatic environments. Extraintestinal infections caused by Edwardsiella tarda in humans are rare and occur in the presence of some risk factors. As far as we know, this is the first case of near-drowning-associated pneumonia with bacteremia caused by coinfection with methicillin-susceptible Staphylococcus aureus and Edwardsiella tarda in a healthy patient. CASE PRESENTATION: A 27-year-old previously healthy white man had an episode of fresh water drowning after acute alcohol consumption. Edwardsiella tarda and methicillin-sensitive Staphylococcus aureus were isolated in both tracheal aspirate cultures and blood cultures. 
CONCLUSION: This case shows that Edwardsiella tarda is an important pathogen in near drowning even in healthy individuals, and not only in the presence of risk factors, as previously known.
物种:迟缓
ID: 27423181
标题:一名健康白人男性合并感染甲氧西林易感金黄色葡萄球菌和迟缓爱德华菌引起的近溺水相关性肺炎伴菌血症:1例报告。
文摘:
背景:迟缓爱德华菌(Edwardsiella tarda)是一种存在于水生环境中的肠杆菌。由迟缓爱德华氏菌引起的肠外感染在人类中很少见，并且发生在存在一些危险因素的情况下。据我们所知，这是第一例健康患者合并感染甲氧西林易感金黄色葡萄球菌和迟缓爱德华菌引起的近溺水相关性肺炎菌血症。病例介绍:一名27岁以前健康的白人男子在急性饮酒后发生淡水溺水。迟缓爱德华菌和对甲氧西林敏感的金黄色葡萄球菌在气管和血培养中均分离得到。
结论:本病例表明，迟缓爱德华氏菌是一种重要的溺水病原体，即使是在健康的人，而不仅仅是在存在危险因素的情况下，如前所述。"
27531625,Capnocytophaga gingivalis,是,1,,65以上,正常,COPD,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,,https://pubmed.ncbi.nlm.nih.gov/27531625/, was described in a 78-year-old immunocompetent patient due to a multidrug-,719.0,78-year-old,"SPECIES:Capnocytophaga gingivalis
ID:27531625
TITLE:Multidrug-resistant oral Capnocytophaga gingivalis responsible for an acute exacerbation of chronic obstructive pulmonary disease: Case report and literature review.
ABSTRACT:INTRODUCTION: Capnocytophaga genus was recently known to highly contribute to the beta-lactam (BL) and macrolide-lincosamide-streptogramin (MLS) resistance gene reservoir in the oral microbiota (BL: blaCSP-1 and blaCfxA; MLS: erm(F) and erm(C)). But fluoroquinolone (FQ) resistance remains uncommon in literature, without available data on resistance mechanisms. CASE REPORT: For the first time, a case of acute exacerbation of chronic obstructive pulmonary disease (COPD) was described in a 78-year-old immunocompetent patient due to a multidrug-resistant Capnocytophaga gingivalis isolate with significant microbiological finding. C.gingivalis acquired resistance to third generation cephalosporins (blaCfxA3 gene), MLS (erm(F) gene), and fluoroquinolones. Genetics of the resistance, unknown as regards fluoroquinolone, was investigated and a substitution in QRDR of GyrA was described (Gly80Asn substitution) for the first time in the Capnocytophaga genus. LITERATURE REVIEW: A comprehensive literature review of Capnocytophaga spp. extra-oral infection was conducted. Including the present report, on 43 cases, 7 isolates were BL-resistant (17%), 4 isolates were MLS-resistant (9.5%) and 4 isolates were FQ-resistant (9.5%). The studied clinical isolate of C.gingivalis was the only one to combine resistance to the three groups of antibiotics BL, MLS and FQ. Four cases of Capnocytophaga lung infection were reported, including three infections involving C. gingivalis (two FQ resistant) and one involving C. sputigena. 
CONCLUSION: This multidrug-resistant C. gingivalis isolate illustrated the role of oral flora as a reservoir of antibiotic resistance and its contribution to the limitation of effective antibiotics in severe respiratory infections.
物种:Capnocytophaga gingivalis
ID: 27531625
标题:耐多药口腔嗜碳酸细胞菌导致慢性阻塞性肺疾病急性加重:病例报告和文献回顾。
摘要:介绍:Capnocytophaga属最近被发现在口腔微生物区系(BL: blaCSP-1和blaCfxA;MLS: erm(F)和erm(C))。但是氟喹诺酮类药物(FQ)耐药在文献中仍然很少见，没有关于耐药机制的可用数据。病例报告:首次描述了一例具有免疫能力的78岁慢性阻塞性肺疾病(COPD)急性加重患者，其原因是分离出的耐多药牙龈嗜碳酸细胞菌具有显著的微生物学发现。牙龈菌对第三代头孢菌素(blaCfxA3基因)、MLS (erm(F)基因)和氟喹诺酮类药物获得耐药。对氟喹诺酮类药物未知的耐药遗传学进行了研究，并首次描述了在Capnocytophaga属中GyrA的QRDR替换(Gly80Asn替换)。文献综述:对嗜Capnocytophaga spp.口腔外感染进行全面的文献综述。其中耐bl 7株(17%)，耐mls 4株(9.5%)，耐fq 4株(9.5%)。该临床分离株是唯一对BL、MLS和FQ三种抗生素联合耐药的临床分离株。本文报告4例嗜碳酸细胞肺感染，其中3例为牙龈梭菌感染(2例为FQ耐药)，1例为痰梭菌感染。
结论:该耐多药牙龈梭菌菌株说明口腔菌群是一个耐药库，在严重呼吸道感染中限制有效抗生素的使用。"
27567543,Ralstonia pickettii,是,1,,,正常,,,,https://pubmed.ncbi.nlm.nih.gov/27567543/,,,,"SPECIES:Ralstonia pickettii
ID:27567543
TITLE:[Bilateral pneumonia due to Ralstonia picketti in immunocompetent patient].
ABSTRACT:
物种:Ralstonia pickettii
ID: 27567543
标题:[免疫能力强的病人因皮凯迪氏Ralstonia引起双侧肺炎]。
文摘:"
27633307,Acinetobacter haemolyticus,是,＞100,,17-65,,,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,,https://pubmed.ncbi.nlm.nih.gov/27633307/, as it is clear from the high percentage of infected individuals more than 60 years followed by those aged 20-29 years old (,1827.0,20-29 years old,"SPECIES:Acinetobacter haemolyticus
ID:27633307
TITLE:Multidrug resistance Acinetobacter species at the intensive care unit, Aseer Central Hospital, Saudi Arabia: A one year analysis.
ABSTRACT:
OBJECTIVE: To identify and to determine the antimicrobial susceptibility of Acinetobacter baumannii (A. baumannii) clinical isolates from ICU at Aseer Central Hospital. 
METHODS: The study was conducted in the Intensive Care Unit, Aseer Central Hospital, Saudi Arabia over 13 months period (2014-2015). Acinetobacter species (n = 105) were isolated from various clinical samples. Isolates were identified using selected phenotypic criteria and confirmed using the Vitek 2 automated system. This system was used to determine the susceptibilities of 21 antimicrobial agents. Patients, isolates and drug data were analyzed using the SPSS statistical software package to determine some epidemiological and microbiological patterns. 
RESULTS: Of the 105 stains, A. baumannii accounted for 49 (46.67%), A. baumannii complex, 19 (18.09%), A. baumannii/haemolyticus 32 (30.47), Acinetobacter haemolyticus 4 (3.81%), Acinetobater lwoffii 1 (0.95%) and unidentified Acinetobater species 2 (1.3%). Of the 105 Acinetobacter strains, 103 (98.1%) were found multidrug resistant (MDR). A. baumannii strain were 100% sensitive to colistin and 74.5% to trimethoprim + sulfamethoxazole. The remaining 19 antimicrobial agents revealed low or no sensitivities: amikacin 16.3%; ampicillin 7.7%; ceftazidime, 7.3%. Distribution of similar sensitivities was shown by other Acinetobacter species. Mean number of isolates from males and females indicates no statistical variation (P = 0.867) whereas age groups showed significant differences (P = 0.008) as it is clear from the high percentage of infected individuals more than 60 years followed by those aged 20-29 years old (19.05%). Upper respiratory tract (30.48%), lower respiratory tract (47.65%) and subcutaneous tissue (9.5%) were the main sources of Acinetobacter spp. but mean numbers of isolates from these specimens indicate no discrepancy between specimens (P = 0.731). 
CONCLUSIONS: Acinetobacter species including A. baumannii were found MDR (98.1%) according to the current Acinetobacter spp. antimicrobial categorization. Approximately half of these strains were A. baumannii. All Acinetobacter species were 100% sensitive to colistin and to some extent to trimethoprim + sulfamethoxazole (74.5%). ICU-acquired pneumonia among patients over 60 years of age who spend prolong times at artificial ventilations made up the majority of the cases.
物种:不动杆菌haemolyticus
ID: 27633307
标题:沙特阿拉伯Aseer中心医院重症监护病房的多药耐药不动杆菌种类:一年的分析。
文摘:
目的:对来自Aseer中心医院ICU的鲍曼不动杆菌临床分离株进行抗菌药物敏感性分析。
方法:该研究在沙特阿拉伯Aseer中心医院重症监护病房进行，为期13个月(2014-2015年)。从各种临床标本中分离不动杆菌(n = 105)。分离菌株采用选定的表型标准进行鉴定，并使用Vitek 2自动系统进行确认。本系统用于21种抗菌药物的敏感性测定。使用SPSS统计软件包对患者、分离物和药物数据进行分析，确定一些流行病学和微生物学模式。
结果:105株标本中鲍曼不动杆菌49株(46.67%)，鲍曼不动杆菌复合菌19株(18.09%)，鲍曼不动杆菌/溶血杆菌32株(30.47)，溶血不动杆菌4株(3.81%)，不动不动杆菌lwoffii 1株(0.95%)，不动不动杆菌2株(1.3%)。105株不动杆菌中发现103株(98.1%)耐多药(MDR)。鲍曼不动杆菌对粘菌素的敏感性为100%，对甲氧苄啶+磺胺甲恶唑的敏感性为74.5%。其余19种抗菌药物敏感性低或不敏感:阿米卡星16.3%;氨苄青霉素7.7%;头孢他啶,7.3%。其他不动杆菌也有类似的敏感性分布。男性和女性的平均分离株数差异无统计学意义(P = 0.867)，而年龄组间差异有统计学意义(P = 0.008)， 60岁以上的感染率高，其次是20 ~ 29岁的感染率高(19.05%)。上呼吸道(30.48%)、下呼吸道(47.65%)和皮下组织(9.5%)是不动杆菌的主要来源这些标本的平均分离菌数表明标本之间没有差异(P = 0.731)。
结论:根据现行的不动杆菌抗菌类分类，鲍曼不动杆菌属的不动杆菌中检出MDR(98.1%)。这些菌株中大约有一半是鲍曼不动杆菌。所有不动杆菌对粘菌素的敏感性均为100%，对甲氧苄啶+磺胺甲恶唑的敏感性也有一定程度(74.5%)。60岁以上的重症监护室获得性肺炎患者中延长人工呼吸时间的患者占大多数。"
